id,n_docs,n_articles,orphan_docs_total,orphan_docs_name_matched,orphan_docs_truly_missing,orphan_articles,doc_mismatch_articles,unbacked_answer_mentions
1621,9,10,68/2014/QH13;39-L/CTN;14/2003/QH11;13/1999/QH10;47-LCT/HĐNN8;102/2010/NĐ-CP;139/2007/NĐ-CP;71/2017/NĐ-CP;còn gọi là Xí nghiệp cổ phần,68/2014/QH13;39-L/CTN,14/2003/QH11;13/1999/QH10;47-LCT/HĐNN8;102/2010/NĐ-CP;139/2007/NĐ-CP;71/2017/NĐ-CP;còn gọi là Xí nghiệp cổ phần,68/2014/QH13|Điều 152;39-L/CTN|Điều 31;14/2003/QH11|Điều 32;13/1999/QH10|Điều 85;47-LCT/HĐNN8|Điều 43;47-LCT/HĐNN8|Điều 38;102/2010/NĐ-CP|Điều 15;139/2007/NĐ-CP|Điều 13;71/2017/NĐ-CP|Điều 12;còn gọi là Xí nghiệp cổ phần|Điều 9,,
1622,3,3,,,,25/VBHN-BTC|Điều 10,,
1623,3,2,21/1998/TT-BTC;174/2024/NĐ-CP,21/1998/TT-BTC;174/2024/NĐ-CP,,174/2024/NĐ-CP|Điều 39,,
1624,2,1,113/2005/TT-BTC;49/2015/TT-BTC,,113/2005/TT-BTC;49/2015/TT-BTC,49/2015/TT-BTC|Điều 4,,
1625,9,7,195-CP;12/2022/NĐ-CP;28/2020/NĐ-CP;05-TT/LB;11-LĐ/TT;125/VBHN-VPQH;52/VBHN-VPQH,,195-CP;12/2022/NĐ-CP;28/2020/NĐ-CP;05-TT/LB;11-LĐ/TT;125/VBHN-VPQH;52/VBHN-VPQH,195-CP|Điều 3;12/2022/NĐ-CP|Điều 28;28/2020/NĐ-CP|Điều 27;125/VBHN-VPQH|Điều 137;52/VBHN-VPQH|Điều 155,,
1626,3,6,20/2010/TT-BKHCN,20/2010/TT-BKHCN,,20/2010/TT-BKHCN|Điều 6;20/2010/TT-BKHCN|Điều 20;35/2021/TT-BTC|Điều 2,,
1627,4,4,C11;V19;06/2013/NĐ-CP,,C11;V19;06/2013/NĐ-CP,06/2013/NĐ-CP|Điều 7;V19|Điều 9,,45/2009/TT-BCA
1628,7,9,82-CP;72/2006/NĐ-CP;45/2000/NĐ-CP;4-TN/PC;46/2023/NĐ-CP;13/2011/TT-BTTTT,82-CP;4-TN/PC;13/2011/TT-BTTTT,72/2006/NĐ-CP;45/2000/NĐ-CP;46/2023/NĐ-CP,100/2011/NĐ-CP|Điều 16;82-CP|Điều 8;72/2006/NĐ-CP|Điều 7;82-CP|Điều 9;72/2006/NĐ-CP|Điều 13;45/2000/NĐ-CP|Điều 9;46/2023/NĐ-CP|Điều 59;13/2011/TT-BTTTT|Điều 5,,
1629,3,2,139/NQ-CP;19/2016/NQ-CP,,139/NQ-CP;19/2016/NQ-CP,139/NQ-CP|Điều 3,,
1630,6,3,14/2008/QH12;99/1998/TT-BTC;11/VBHN-BTC;88/2004/TT-BTC;09/VBHN-BTC,14/2008/QH12;99/1998/TT-BTC;11/VBHN-BTC;88/2004/TT-BTC;09/VBHN-BTC,,14/2008/QH12|Điều 15;11/VBHN-BTC|Điều 21;09/VBHN-BTC|Điều 17,,26/2001/NĐ-CP;30/1998/NĐ-CP
1631,3,5,04/2017/QH14,,04/2017/QH14,132/2018/TT-BTC|Điều 13;133/2016/TT-BTC|Điều 81;04/2017/QH14|Điều 10,,
1632,6,6,68/2014/QH13;68/2026/NĐ-CP;19/VBHN-BTC;80/2012/TT-BTC,,68/2014/QH13;68/2026/NĐ-CP;19/VBHN-BTC;80/2012/TT-BTC,68/2014/QH13|Điều 200;68/2026/NĐ-CP|Điều 8;19/VBHN-BTC|Điều 5;80/2012/TT-BTC|Điều 19,,
1633,2,2,,,,,,
1634,5,8,50/2005/QH11;07/2022/QH15;17/2023/NĐ-CP;11/VBHN-VPQH;42/2019/QH14,50/2005/QH11;07/2022/QH15;17/2023/NĐ-CP;11/VBHN-VPQH;42/2019/QH14,,50/2005/QH11|Điều 216;07/2022/QH15|Điều 2;07/2022/QH15|Điều 214;50/2005/QH11|Điều 218;17/2023/NĐ-CP|Điều 86;11/VBHN-VPQH|Điều 217;11/VBHN-VPQH|Điều 216;42/2019/QH14|Điều 2,,
1635,1,1,,,,,,
1636,3,3,35-L/CTN;84/2015/QH13;52/VBHN-VPQH,35-L/CTN;84/2015/QH13;52/VBHN-VPQH,,35-L/CTN|Điều 99;84/2015/QH13|Điều 6;52/VBHN-VPQH|Điều 140,,
1637,2,2,125/VBHN-VPQH;35-L/CTN,125/VBHN-VPQH;35-L/CTN,,125/VBHN-VPQH|Điều 182;35-L/CTN|Điều 160,,
1638,2,2,02/VBHN-VPQH,,02/VBHN-VPQH,02/VBHN-VPQH|Điều 370,,119/2015/NĐ-CP
1639,2,2,20/VBHN-VPQH,,20/VBHN-VPQH,20/VBHN-VPQH|Điều 15,,198/2025/QH15;80/2021/NĐ-CP
1640,4,3,theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế;44-L/CTN,theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế,44-L/CTN,44-L/CTN|Điều 632,,16/1/1990;25/9/89
1641,5,5,45/2019/QH14;41/2024/QH15;115/2015/NĐ-CP;19/VBHN-VPQH,41/2024/QH15;19/VBHN-VPQH,45/2019/QH14;115/2015/NĐ-CP,45/2019/QH14|Điều 137;41/2024/QH15|Điều 55;115/2015/NĐ-CP|Điều 3;19/VBHN-VPQH|Điều 53,,
1642,1,1,,,,,,
1643,1,1,,,,,,
1644,1,1,35-L/CTN,,35-L/CTN,35-L/CTN|Điều 82,,
1645,2,2,35-L/CTN,35-L/CTN,,35-L/CTN|Điều 17,,
1646,2,3,84/2015/QH13,84/2015/QH13,,84/2015/QH13|Điều 65;39/2016/NĐ-CP|Điều 30,,
1647,5,7,29/VBHN-VPQH;25/VBHN-BTC;126/2020/NĐ-CP,,29/VBHN-VPQH;25/VBHN-BTC;126/2020/NĐ-CP,68/2019/TT-BTC|Điều 15;29/VBHN-VPQH|Điều 89;25/VBHN-BTC|Điều 16;29/VBHN-VPQH|Điều 91;126/2020/NĐ-CP|Điều 34,,
1648,3,3,,,,10/2021/TT-BTC|Điều 3,,
1649,8,8,15/VBHN-BTC;14/VBHN-BTC;18/VBHN-BTC;09/VBHN-VPQH;85/2007/NĐ-CP;19/VBHN-BTC;80/2021/TT-BTC,,15/VBHN-BTC;14/VBHN-BTC;18/VBHN-BTC;09/VBHN-VPQH;85/2007/NĐ-CP;19/VBHN-BTC;80/2021/TT-BTC,15/VBHN-BTC|Điều 31;14/VBHN-BTC|Điều 31;18/VBHN-BTC|Điều 31;09/VBHN-VPQH|Điều 49;85/2007/NĐ-CP|Điều 24;19/VBHN-BTC|Điều 31;80/2021/TT-BTC|Điều 24,,
1650,2,3,,,,01/2021/NĐ-CP|Điều 17,,
1651,1,1,91/2015/QH13,,91/2015/QH13,91/2015/QH13|Điều 428,,
1652,2,2,6568/VBHN-BKHĐT,6568/VBHN-BKHĐT,,6568/VBHN-BKHĐT|Điều 5,,
1653,1,2,,,,95/2016/TT-BTC|Điều 18,,
1654,4,5,11/VBHN-VPQH;07/2022/QH15,,11/VBHN-VPQH;07/2022/QH15,11/VBHN-VPQH|Điều 130;07/2022/QH15|Điều 96,,
1655,7,10,109/2004/NĐ-CP;88/2006/NĐ-CP;20/2015/TT-BKHĐT;902/VBHN-BKHĐT;5019/VBHN-BKHĐT,20/2015/TT-BKHĐT;902/VBHN-BKHĐT;5019/VBHN-BKHĐT,109/2004/NĐ-CP;88/2006/NĐ-CP,109/2004/NĐ-CP|Điều 23;01/2021/NĐ-CP|Điều 75;88/2006/NĐ-CP|Điều 46;20/2015/TT-BKHĐT|Điều 12;168/2025/NĐ-CP|Điều 108;902/VBHN-BKHĐT|Điều 64;5019/VBHN-BKHĐT|Điều 60;902/VBHN-BKHĐT|Điều 63,,
1656,2,3,07/2022/QH15,07/2022/QH15,,07/2022/QH15|Điều 214,,
1657,7,9,5019/VBHN-BKHĐT;59/2020/QH14;902/VBHN-BKHĐT;07/VBHN-VPQH,5019/VBHN-BKHĐT;902/VBHN-BKHĐT,59/2020/QH14;07/VBHN-VPQH,5019/VBHN-BKHĐT|Điều 60;59/2020/QH14|Điều 212;95/2016/TT-BTC|Điều 18;902/VBHN-BKHĐT|Điều 63;07/VBHN-VPQH|Điều 209;01/2021/NĐ-CP|Điều 76,,
1658,1,1,,,,,,
1659,3,2,,,,,,
1660,2,2,,,,,,43/2010/NĐ-CP
1661,2,1,,,,,,
1662,2,2,91/2015/QH13,,91/2015/QH13,91/2015/QH13|Điều 419,,
1663,1,2,,,,,,
1664,1,1,,,,,,
1665,2,1,15/2003/TT-BLĐTBXH,,15/2003/TT-BLĐTBXH,,,
1666,1,1,,,,,,
1667,3,3,35-L/CTN,,35-L/CTN,113/2004/NĐ-CP|Điều 15;35-L/CTN|Điều 115,,
1668,1,1,84/2015/QH13,84/2015/QH13,,84/2015/QH13|Điều 65,,
1669,2,2,91/2015/QH13;36/2005/QH11,36/2005/QH11,91/2015/QH13,91/2015/QH13|Điều 429;36/2005/QH11|Điều 319,,
1670,2,2,41/2024/QH15;58/2014/QH13,41/2024/QH15;58/2014/QH13,,41/2024/QH15|Điều 55;58/2014/QH13|Điều 35,,
1671,2,2,153/2007/NĐ-CP;91/2015/QH13,,153/2007/NĐ-CP;91/2015/QH13,153/2007/NĐ-CP|Điều 4;91/2015/QH13|Điều 418,,
1672,1,1,08/2005/TTLT-BNV-BTC,,08/2005/TTLT-BNV-BTC,08/2005/TTLT-BNV-BTC|Điều 73,,
1673,2,2,,,,,,
1674,2,1,04-LĐTL;19-TT,04-LĐTL;19-TT,,04-LĐTL|Điều 13,,
1675,1,1,,,,,,
1676,2,2,45/2019/QH14;74/2006/QH11,74/2006/QH11,45/2019/QH14,45/2019/QH14|Điều 199;74/2006/QH11|Điều 175,,
1677,3,3,74/2006/QH11;45/2019/QH14;145/2020/NĐ-CP,45/2019/QH14;145/2020/NĐ-CP,74/2006/QH11,74/2006/QH11|Điều 171;45/2019/QH14|Điều 196;145/2020/NĐ-CP|Điều 107,,
1678,2,2,05-LĐTBXH/TT,05-LĐTBXH/TT,,05-LĐTBXH/TT|Điều 4,,
1679,1,1,,,,,,
1680,6,8,10/2022/QH15;45/2019/QH14;60/2013/NĐ-CP;149/2018/NĐ-CP;145/2020/NĐ-CP;12/2022/NĐ-CP,10/2022/QH15;45/2019/QH14;60/2013/NĐ-CP;149/2018/NĐ-CP;145/2020/NĐ-CP,12/2022/NĐ-CP,10/2022/QH15|Điều 73;45/2019/QH14|Điều 63;60/2013/NĐ-CP|Điều 13;149/2018/NĐ-CP|Điều 63;60/2013/NĐ-CP|Điều 10;145/2020/NĐ-CP|Điều 37;145/2020/NĐ-CP|Điều 48;12/2022/NĐ-CP|Điều 15,,
1681,2,1,18/LĐTBXH-TT,,18/LĐTBXH-TT,,,
1682,6,6,10/2022/QH15;149/2018/NĐ-CP;45/2019/QH14;09b/NQ-BCH,10/2022/QH15,149/2018/NĐ-CP;45/2019/QH14;09b/NQ-BCH,10/2022/QH15|Điều 73;149/2018/NĐ-CP|Điều 63;60/2013/NĐ-CP|Điều 12;45/2019/QH14|Điều 64,,
1683,5,5,68/2019/TT-BTC;16/VBHN-BTC;25/VBHN-BTC;126/2020/NĐ-CP,16/VBHN-BTC,68/2019/TT-BTC;25/VBHN-BTC;126/2020/NĐ-CP,68/2019/TT-BTC|Điều 9;70/2025/NĐ-CP|Điều 3;16/VBHN-BTC|Điều 34;25/VBHN-BTC|Điều 16;126/2020/NĐ-CP|Điều 34,,
1684,3,3,35-L/CTN,,35-L/CTN,35-L/CTN|Điều 17,,
1685,2,3,50/2005/QH11;07/2022/QH15,50/2005/QH11;07/2022/QH15,,50/2005/QH11|Điều 74;50/2005/QH11|Điều 72;07/2022/QH15|Điều 96,,
1686,1,1,19/VBHN-BTC,,19/VBHN-BTC,19/VBHN-BTC|Điều 31,,
1687,3,4,67/2025/QH15,,67/2025/QH15,123/2012/TT-BTC|Điều 18;67/2025/QH15|Điều 18,,
1688,1,1,,,,,,
1689,2,2,,,,,,
1690,4,6,29/VBHN-VPQH;105/2020/TT-BTC,,29/VBHN-VPQH;105/2020/TT-BTC,86/2024/TT-BTC|Điều 27;29/VBHN-VPQH|Điều 40;105/2020/TT-BTC|Điều 18;105/2020/TT-BTC|Điều 19,,126/2020/NĐ-CP
1691,6,4,07-TT/ĐKKD;173/1998/TT-BTC;86/2024/TT-BTC;168/2025/NĐ-CP,,07-TT/ĐKKD;173/1998/TT-BTC;86/2024/TT-BTC;168/2025/NĐ-CP,86/2024/TT-BTC|Điều 25;168/2025/NĐ-CP|Điều 100,,01/CNKD
1692,4,6,50/2005/QH11;07/2022/QH15;17/2023/NĐ-CP;11/VBHN-VPQH,50/2005/QH11;07/2022/QH15;17/2023/NĐ-CP;11/VBHN-VPQH,,50/2005/QH11|Điều 216;07/2022/QH15|Điều 214;50/2005/QH11|Điều 218;17/2023/NĐ-CP|Điều 90;07/2022/QH15|Điều 2;11/VBHN-VPQH|Điều 217,,
1693,2,2,84/2015/QH13,84/2015/QH13,,84/2015/QH13|Điều 21,,
1694,7,4,14/2008/QH12;88/2004/TT-BTC;24/2007/NĐ-CP;134/2007/TT-BTC;04/VBHN-VPQH,14/2008/QH12;88/2004/TT-BTC;24/2007/NĐ-CP;134/2007/TT-BTC;04/VBHN-VPQH,,14/2008/QH12|Điều 15;24/2007/NĐ-CP|Điều 41;04/VBHN-VPQH|Điều 15,,218/2013/NĐ-CP;26/2001/NĐ-CP;30/1998/NĐ-CP
1695,2,2,,,,,,
1696,1,1,,,,,,
1697,2,2,,,,,,
1698,1,1,,,,,,
1699,6,6,45/2019/QH14;35-L/CTN;47/2010/NĐ-CP;85/2015/NĐ-CP;10/2012/QH13,45/2019/QH14;35-L/CTN;47/2010/NĐ-CP;85/2015/NĐ-CP,10/2012/QH13,45/2019/QH14|Điều 137;35-L/CTN|Điều 115;47/2010/NĐ-CP|Điều 13;85/2015/NĐ-CP|Điều 7;10/2012/QH13|Điều 155,,
1700,1,0,284-LĐ/BH,284-LĐ/BH,,,,
1701,2,2,33/2005/QH11;91/2015/QH13,33/2005/QH11,91/2015/QH13,33/2005/QH11|Điều 422;91/2015/QH13|Điều 418,,
1702,3,3,133/2016/TT-BTC;200/2014/TT-BTC,,133/2016/TT-BTC;200/2014/TT-BTC,133/2016/TT-BTC|Điều 87;200/2014/TT-BTC|Điều 117,,
1703,6,6,15/VBHN-BTC;14/VBHN-BTC;28/2011/TT-BTC;19/VBHN-BTC;123/2012/TT-BTC,,15/VBHN-BTC;14/VBHN-BTC;28/2011/TT-BTC;19/VBHN-BTC;123/2012/TT-BTC,15/VBHN-BTC|Điều 31;14/VBHN-BTC|Điều 31;28/2011/TT-BTC|Điều 27;19/VBHN-BTC|Điều 31;123/2012/TT-BTC|Điều 6,,01/GHAN;01/TB-BSTT-NNT;126/2020/NĐ-CP
1704,4,5,48/2010/QH12;15/VBHN-BTC,48/2010/QH12,15/VBHN-BTC,48/2010/QH12|Điều 8;153/2011/TT-BTC|Điều 15;15/VBHN-BTC|Điều 18,,01/MGTH
1705,1,1,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 94,,
1706,2,2,80/2012/TT-BTC,,80/2012/TT-BTC,80/2012/TT-BTC|Điều 19,,23/ĐK-TCT
1707,4,7,17/2023/NĐ-CP;42/2019/QH14,,17/2023/NĐ-CP;42/2019/QH14,07/2022/QH15|Điều 2;17/2023/NĐ-CP|Điều 89;42/2019/QH14|Điều 2;17/2023/NĐ-CP|Điều 90,,
1708,5,9,07/2022/QH15;17/2023/NĐ-CP;11/VBHN-VPQH;42/2019/QH14,,07/2022/QH15;17/2023/NĐ-CP;11/VBHN-VPQH;42/2019/QH14,07/2022/QH15|Điều 2;07/2022/QH15|Điều 214;17/2023/NĐ-CP|Điều 90;17/2023/NĐ-CP|Điều 88;11/VBHN-VPQH|Điều 216;11/VBHN-VPQH|Điều 219;42/2019/QH14|Điều 2,,
1709,2,4,50/2005/QH11;07/2022/QH15,50/2005/QH11;07/2022/QH15,,50/2005/QH11|Điều 217;07/2022/QH15|Điều 214;50/2005/QH11|Điều 216;07/2022/QH15|Điều 2,,
1710,5,8,50/2005/QH11;07/2022/QH15;17/2023/NĐ-CP;42/2019/QH14;11/VBHN-VPQH,50/2005/QH11;07/2022/QH15;17/2023/NĐ-CP;42/2019/QH14;11/VBHN-VPQH,,50/2005/QH11|Điều 217;07/2022/QH15|Điều 214;50/2005/QH11|Điều 216;07/2022/QH15|Điều 2;17/2023/NĐ-CP|Điều 86;42/2019/QH14|Điều 2;11/VBHN-VPQH|Điều 217;11/VBHN-VPQH|Điều 216,,
1711,2,2,,,,,,44/2013/NĐ-CP
1712,3,5,17/2023/NĐ-CP,,17/2023/NĐ-CP,17/2023/NĐ-CP|Điều 90;07/2022/QH15|Điều 2,,
1713,1,2,,,,168/2025/NĐ-CP|Điều 113,,
1714,1,1,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 217,,
1715,1,2,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 105;50/2005/QH11|Điều 87,,
1716,1,1,45/2019/QH14,,45/2019/QH14,45/2019/QH14|Điều 51,,
1717,1,1,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 218,,
1718,5,8,50/2005/QH11;07/2022/QH15;42/2019/QH14;17/2023/NĐ-CP;11/VBHN-VPQH,50/2005/QH11;07/2022/QH15;42/2019/QH14;17/2023/NĐ-CP;11/VBHN-VPQH,,50/2005/QH11|Điều 217;07/2022/QH15|Điều 2;50/2005/QH11|Điều 218;07/2022/QH15|Điều 214;42/2019/QH14|Điều 2;17/2023/NĐ-CP|Điều 90;17/2023/NĐ-CP|Điều 89;11/VBHN-VPQH|Điều 218,,
1719,4,4,98/2007/NĐ-CP;215/2013/TT-BTC,,98/2007/NĐ-CP;215/2013/TT-BTC,98/2007/NĐ-CP|Điều 64;215/2013/TT-BTC|Điều 13,,
1720,1,1,,,,,,
1721,2,2,,,,32/2011/TT-BLĐTBXH|Điều 4;|Điều 2,,
1722,2,2,15/2015/TT-BLĐTBXH,,15/2015/TT-BLĐTBXH,15/2015/TT-BLĐTBXH|Điều 1,,
1723,1,2,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 217;50/2005/QH11|Điều 216,,
1724,2,2,74/2025/QH15,74/2025/QH15,,74/2025/QH15|Điều 33,,
1725,2,2,04/2017/QH14,04/2017/QH14,,04/2017/QH14|Điều 12,,
1726,1,2,,,,07/2020/TT-BKHCN|Điều 3,,
1727,1,2,,,,,,
1728,1,1,,,,,,
1729,1,1,,,,06/2001/NĐ-CP|Điều 1,,
1730,2,2,,,,,,43/2010/NĐ-CP
1731,1,2,,,,,,
1732,1,1,,,,,,
1733,2,2,168/2025/NĐ-CP,168/2025/NĐ-CP,,168/2025/NĐ-CP|Điều 60,,
1734,7,10,43/2010/NĐ-CP;5/VBHN-BTC;902/VBHN-BKHĐT;59/2020/QH14;20/2015/TT-BKHĐT,43/2010/NĐ-CP;902/VBHN-BKHĐT;20/2015/TT-BKHĐT,5/VBHN-BTC;59/2020/QH14,01/2021/NĐ-CP|Điều 41;43/2010/NĐ-CP|Điều 60;5/VBHN-BTC|Điều 37;902/VBHN-BKHĐT|Điều 64;59/2020/QH14|Điều 212;20/2015/TT-BKHĐT|Điều 12;902/VBHN-BKHĐT|Điều 63;168/2025/NĐ-CP|Điều 70,,
1735,4,5,04/2017/QH14;573/VBHN-BTP,,04/2017/QH14;573/VBHN-BTP,04/2017/QH14|Điều 16;80/2021/NĐ-CP|Điều 32;573/VBHN-BTP|Điều 9,,
1736,4,4,04/2017/QH14;07/2020/TT-BKHCN,04/2017/QH14;07/2020/TT-BKHCN,,04/2017/QH14|Điều 11;80/2021/NĐ-CP|Điều 22;198/2025/QH15|Điều 7;07/2020/TT-BKHCN|Điều 8,,
1737,2,2,,,,,,
1738,2,1,104-TT/PC,,104-TT/PC,,,
1739,1,2,,,,,,
1740,2,2,45/2019/QH14,45/2019/QH14,,45/2019/QH14|Điều 176,,
1741,1,2,84/2015/QH13,84/2015/QH13,,84/2015/QH13|Điều 13;84/2015/QH13|Điều 18,,
1742,2,2,01/2013/TT-BKHĐT,01/2013/TT-BKHĐT,,14/2010/TT-BKH|Điều 38;01/2013/TT-BKHĐT|Điều 58,,85/2007/TT-BTC
1743,3,5,59/2020/QH14;168/2025/NĐ-CP,59/2020/QH14;168/2025/NĐ-CP,,59/2020/QH14|Điều 12;168/2025/NĐ-CP|Điều 46;01/2021/NĐ-CP|Điều 50;168/2025/NĐ-CP|Điều 45,,
1744,6,9,06/2019/TT-BKHĐT;55/2019/NĐ-CP;54/2019/TT-BTC;06/2022/TT-BKHĐT,06/2019/TT-BKHĐT;55/2019/NĐ-CP;54/2019/TT-BTC;06/2022/TT-BKHĐT,,06/2019/TT-BKHĐT|Điều 10;55/2019/NĐ-CP|Điều 9;06/2019/TT-BKHĐT|Điều 4;80/2021/NĐ-CP|Điều 28;54/2019/TT-BTC|Điều 9;06/2022/TT-BKHĐT|Điều 9;54/2019/TT-BTC|Điều 6,,
1745,5,7,78/2015/NĐ-CP;43/2010/NĐ-CP;5019/VBHN-BKHĐT,78/2015/NĐ-CP;43/2010/NĐ-CP;5019/VBHN-BKHĐT,,01/2021/NĐ-CP|Điều 41;168/2025/NĐ-CP|Điều 69;78/2015/NĐ-CP|Điều 64;43/2010/NĐ-CP|Điều 60;5019/VBHN-BKHĐT|Điều 60,,
1746,3,3,,,,,,
1747,3,2,91/2015/QH13;104-TT/PC;33/2005/QH11,,91/2015/QH13;104-TT/PC;33/2005/QH11,91/2015/QH13|Điều 608;33/2005/QH11|Điều 630,,
1748,2,1,16/2003/TT-BLĐTBXH,,16/2003/TT-BLĐTBXH,,,
1749,2,2,12/VBHN-VPQH,,12/VBHN-VPQH,12/VBHN-VPQH|Điều 52,,
1750,2,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 317,,
1751,2,2,91/2015/QH13;33/2005/QH11,,91/2015/QH13;33/2005/QH11,91/2015/QH13|Điều 133;33/2005/QH11|Điều 258,,
1752,4,6,45/2019/QH14;84/2015/QH13;39/2016/NĐ-CP;10/2012/QH13,45/2019/QH14;84/2015/QH13;39/2016/NĐ-CP,10/2012/QH13,45/2019/QH14|Điều 56;84/2015/QH13|Điều 65;45/2019/QH14|Điều 58;39/2016/NĐ-CP|Điều 31;39/2016/NĐ-CP|Điều 30;10/2012/QH13|Điều 56,,
1753,1,1,35-L/CTN,,35-L/CTN,35-L/CTN|Điều 115,,
1754,1,1,,,,,,
1755,1,2,,,,,,
1756,4,4,35-L/CTN;10/2012/QH13;145/2020/NĐ-CP,,35-L/CTN;10/2012/QH13;145/2020/NĐ-CP,35-L/CTN|Điều 83;10/2012/QH13|Điều 119;145/2020/NĐ-CP|Điều 69,,
1757,2,2,09/VBHN-VPQH;4496/VBHN-BLĐTBXH,,09/VBHN-VPQH;4496/VBHN-BLĐTBXH,09/VBHN-VPQH|Điều 39;4496/VBHN-BLĐTBXH|Điều 46,,
1758,2,1,16/LĐTBXH-TT,16/LĐTBXH-TT,,,,
1759,5,2,18/2002/TT-BTC;97-TC/TCT;40-TC/TCT;80/2021/TT-BTC;15/VBHN-BTC,18/2002/TT-BTC,97-TC/TCT;40-TC/TCT;80/2021/TT-BTC;15/VBHN-BTC,80/2021/TT-BTC|Điều 64;15/VBHN-BTC|Điều 51,,
1760,4,4,108/2025/QH15;85/2007/NĐ-CP,,108/2025/QH15;85/2007/NĐ-CP,108/2025/QH15|Điều 14;85/2007/NĐ-CP|Điều 24,,
1761,3,4,68/2026/NĐ-CP,68/2026/NĐ-CP,,68/2026/NĐ-CP|Điều 11,,02/CNKD-TĐMT
1762,9,9,126/2020/NĐ-CP;14/VBHN-BTC;95/2016/TT-BTC;28/2011/TT-BTC;59/2020/QH14;80/2012/TT-BTC,,126/2020/NĐ-CP;14/VBHN-BTC;95/2016/TT-BTC;28/2011/TT-BTC;59/2020/QH14;80/2012/TT-BTC,126/2020/NĐ-CP|Điều 4;14/VBHN-BTC|Điều 10;95/2016/TT-BTC|Điều 21;28/2011/TT-BTC|Điều 9;59/2020/QH14|Điều 206;80/2012/TT-BTC|Điều 19;86/2024/TT-BTC|Điều 12,,
1763,2,2,13/VBHN-BTC;CNTT,CNTT,13/VBHN-BTC,13/VBHN-BTC|Điều 16;CNTT|Điều 2,,101/2015/TT-BTC
1764,3,2,73A-TC/TCT,,73A-TC/TCT,,,
1765,3,3,29/VBHN-VPQH;03/VBHN-VPQH,03/VBHN-VPQH,29/VBHN-VPQH,29/VBHN-VPQH|Điều 109;03/VBHN-VPQH|Điều 77,,83/2013/NĐ-CP
1766,3,5,07/2022/QH15;50/2005/QH11,07/2022/QH15;50/2005/QH11,,07/2022/QH15|Điều 165;50/2005/QH11|Điều 164;07/2022/QH15|Điều 2,,
1767,2,2,,,,,,
1768,1,2,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 147;50/2005/QH11|Điều 146,,
1769,5,5,28/2011/TT-BTC;03/VBHN-VPQH;14/VBHN-BTC,03/VBHN-VPQH;14/VBHN-BTC,28/2011/TT-BTC,28/2011/TT-BTC|Điều 34;03/VBHN-VPQH|Điều 54;14/VBHN-BTC|Điều 41,,
1770,1,1,,,,,,
1771,3,4,11/VBHN-VPQH,,11/VBHN-VPQH,11/VBHN-VPQH|Điều 198,,
1772,3,3,15/VBHN-BTC;09/VBHN-VPQH;29/VBHN-VPQH,15/VBHN-BTC;09/VBHN-VPQH;29/VBHN-VPQH,,15/VBHN-BTC|Điều 25;09/VBHN-VPQH|Điều 106;29/VBHN-VPQH|Điều 59,,126/2020/NĐ-CP
1773,6,10,109/2013/NĐ-CP;51/2010/NĐ-CP;89/2002/NĐ-CP;14/VBHN-BTC;16/2012/TT-BTC,109/2013/NĐ-CP;14/VBHN-BTC,51/2010/NĐ-CP;89/2002/NĐ-CP;16/2012/TT-BTC,109/2013/NĐ-CP|Điều 38;51/2010/NĐ-CP|Điều 33;89/2002/NĐ-CP|Điều 16;14/VBHN-BTC|Điều 11;125/2020/NĐ-CP|Điều 21;14/VBHN-BTC|Điều 12;51/2010/NĐ-CP|Điều 29;16/2012/TT-BTC|Điều 12;109/2013/NĐ-CP|Điều 34,,
1774,3,3,33/2005/QH11;91/2015/QH13;44-L/CTN,33/2005/QH11,91/2015/QH13;44-L/CTN,33/2005/QH11|Điều 407;91/2015/QH13|Điều 405;44-L/CTN|Điều 408,,
1775,2,1,84/2015/QH13,84/2015/QH13,,84/2015/QH13|Điều 38,,
1776,2,1,74-TC/TCT,,74-TC/TCT,,,
1777,2,1,03/2004/TT-BKH,03/2004/TT-BKH,,,,
1778,8,8,88/2006/NĐ-CP;168/2025/NĐ-CP;02/2000/NĐ-CP;03/2004/TT-BKH;08/2001/TT-BKH;01/2013/TT-BKHĐT,88/2006/NĐ-CP;168/2025/NĐ-CP;02/2000/NĐ-CP;03/2004/TT-BKH;08/2001/TT-BKH;01/2013/TT-BKHĐT,,88/2006/NĐ-CP|Điều 29;01/2021/NĐ-CP|Điều 52;168/2025/NĐ-CP|Điều 45;168/2025/NĐ-CP|Điều 43;02/2000/NĐ-CP|Điều 13;01/2013/TT-BKHĐT|Điều 17,,
